id,Marca,Modelo,Ano,Valor,Codigo Fipe
BMW - R 1200 GS HP2 - 2007,BMW,R 1200 GS HP2,2007,R$ 44.439,00, 803028-6
BMW - R 1200 GS HP2 - 2006,BMW,R 1200 GS HP2,2006,R$ 40.836,00, 803028-6
HARLEY-DAVIDSON - XL 1200 C-SPORTSTER CUSTOM - 1997,HARLEY-DAVIDSON,XL 1200 C-SPORTSTER CUSTOM,1997,R$ 25.746,00, 810023-3
HARLEY-DAVIDSON - XL 1200 C-SPORTSTER CUSTOM - 1998,HARLEY-DAVIDSON,XL 1200 C-SPORTSTER CUSTOM,1998,R$ 26.415,00, 810023-3
HARLEY-DAVIDSON - XL 1200 C-SPORTSTER CUSTOM - 1996,HARLEY-DAVIDSON,XL 1200 C-SPORTSTER CUSTOM,1996,R$ 21.315,00, 810023-3
IROS - VINTAGE 150 - 2011,IROS,VINTAGE 150,2011,R$ 4.013,00, 867008-0
IROS - VINTAGE 150 - 2012,IROS,VINTAGE 150,2012,R$ 4.341,00, 867008-0
KAWASAKI - KX 450 F - 2014,KAWASAKI,KX 450 F,2014,R$ 27.228,00, 817042-8
KAWASAKI - KX 450 F - 2007,KAWASAKI,KX 450 F,2007,R$ 14.142,00, 817042-8
KAWASAKI - KX 450 F - 2022,KAWASAKI,KX 450 F,2022,R$ 55.948,00, 817042-8
KAWASAKI - KX 450 F - 2011,KAWASAKI,KX 450 F,2011,R$ 21.937,00, 817042-8
KAWASAKI - KX 450 F - 2012,KAWASAKI,KX 450 F,2012,R$ 23.755,00, 817042-8
KAWASAKI - KX 450 F - 2021,KAWASAKI,KX 450 F,2021,R$ 54.413,00, 817042-8
KAWASAKI - KLX 110  MONSTER - 2011,KAWASAKI,KLX 110  MONSTER,2011,R$ 3.694,00, 817046-0
KAWASAKI - KX 450 F - 2019,KAWASAKI,KX 450 F,2019,R$ 43.235,00, 817042-8
KAWASAKI - KLX 110 - 2021,KAWASAKI,KLX 110,2021,R$ 13.341,00, 817045-2
KAWASAKI - KX 450 F - 2006,KAWASAKI,KX 450 F,2006,R$ 13.201,00, 817042-8
KAWASAKI - KX 450 F - 2008,KAWASAKI,KX 450 F,2008,R$ 16.324,00, 817042-8
KAWASAKI - KX 450 F - 2009,KAWASAKI,KX 450 F,2009,R$ 18.997,00, 817042-8
KAWASAKI - KX 450 F - 2010,KAWASAKI,KX 450 F,2010,R$ 20.501,00, 817042-8
KAWASAKI - KX 450 F - 2016,KAWASAKI,KX 450 F,2016,R$ 31.843,00, 817042-8
KAWASAKI - KX 450 F - 2015,KAWASAKI,KX 450 F,2015,R$ 30.010,00, 817042-8
KAWASAKI - KX 450 F - 2013,KAWASAKI,KX 450 F,2013,R$ 24.549,00, 817042-8
KAWASAKI - KLX 110  MONSTER - 2010,KAWASAKI,KLX 110  MONSTER,2010,R$ 3.581,00, 817046-0
HARLEY-DAVIDSON - XL 883 R - 2014,HARLEY-DAVIDSON,XL 883 R,2014,R$ 39.645,00, 810037-3
KASINSKI - MOTOKAR TAXI-KAR 174cc (4 pessoas) - 2002,KASINSKI,MOTOKAR TAXI-KAR 174cc (4 pessoas),2002,R$ 4.494,00, 816012-0
HARLEY-DAVIDSON - XL 883 R - 2013,HARLEY-DAVIDSON,XL 883 R,2013,R$ 38.565,00, 810037-3
HARLEY-DAVIDSON - XL 883 R - 2010,HARLEY-DAVIDSON,XL 883 R,2010,R$ 35.498,00, 810037-3
HARLEY-DAVIDSON - XL 883 R - 2006,HARLEY-DAVIDSON,XL 883 R,2006,R$ 31.785,00, 810037-3
HARLEY-DAVIDSON - XL 883 R - 2008,HARLEY-DAVIDSON,XL 883 R,2008,R$ 33.590,00, 810037-3
HARLEY-DAVIDSON - XL 883 R - 2007,HARLEY-DAVIDSON,XL 883 R,2007,R$ 32.675,00, 810037-3
HARLEY-DAVIDSON - XL 883 R - 2009,HARLEY-DAVIDSON,XL 883 R,2009,R$ 34.531,00, 810037-3
HARLEY-DAVIDSON - XL 883 R - 2011,HARLEY-DAVIDSON,XL 883 R,2011,R$ 36.492,00, 810037-3
HARLEY-DAVIDSON - XL 883 R - 2012,HARLEY-DAVIDSON,XL 883 R,2012,R$ 37.514,00, 810037-3
HARLEY-DAVIDSON - XL 883 R - 2005,HARLEY-DAVIDSON,XL 883 R,2005,R$ 30.185,00, 810037-3
HONDA - CBR 900 RR FIRE BLADE - 1993,HONDA,CBR 900 RR FIRE BLADE,1993,R$ 17.516,00, 811014-0
HONDA - CB TWISTER/FLEXONE 250cc - 2022,HONDA,CB TWISTER/FLEXONE 250cc,2022,R$ 21.030,00, 811135-9
HONDA - CBX 250 TWISTER - 2005,HONDA,CBX 250 TWISTER,2005,R$ 6.954,00, 811061-1
HONDA - CB TWISTER/FLEXONE 250cc - 32000,HONDA,CB TWISTER/FLEXONE 250cc,32000,R$ 22.421,00, 811135-9
DAFRA - ZIG 50 - 2015,DAFRA,ZIG 50,2015,R$ 3.759,00, 861013-4
DAFRA - ZIG 50 - 2014,DAFRA,ZIG 50,2014,R$ 3.302,00, 861013-4
DAFRA - ZIG 50 - 2016,DAFRA,ZIG 50,2016,R$ 3.895,00, 861013-4
DAFRA - ZIG 50 - 2013,DAFRA,ZIG 50,2013,R$ 2.824,00, 861013-4
MOTO GUZZI - CALIFORNIA Stone 1064cc - 2003,MOTO GUZZI,CALIFORNIA Stone 1064cc,2003,R$ 22.799,00, 833007-7
MOTO GUZZI - CALIFORNIA Stone 1064cc - 2002,MOTO GUZZI,CALIFORNIA Stone 1064cc,2002,R$ 21.424,00, 833007-7
HONDA - CB TWISTER/FLEXONE 250cc - 2017,HONDA,CB TWISTER/FLEXONE 250cc,2017,R$ 16.739,00, 811135-9
HONDA - CB TWISTER/FLEXONE 250cc - 2020,HONDA,CB TWISTER/FLEXONE 250cc,2020,R$ 19.916,00, 811135-9
HONDA - CBR 1000 RR Fireblade SP - 2018,HONDA,CBR 1000 RR Fireblade SP,2018,R$ 90.684,00, 811150-2
HONDA - CB TWISTER/FLEXONE 250cc - 2016,HONDA,CB TWISTER/FLEXONE 250cc,2016,R$ 15.642,00, 811135-9
MOTO GUZZI - CALIFORNIA Jackal 1064cc - 2001,MOTO GUZZI,CALIFORNIA Jackal 1064cc,2001,R$ 19.941,00, 833003-4
HONDA - CB 500X - 2022,HONDA,CB 500X,2022,R$ 40.227,00, 811121-9
MOTO GUZZI - V11 SPORT/ LE MANS 1064cc - 2000,MOTO GUZZI,V11 SPORT/ LE MANS 1064cc,2000,R$ 28.005,00, 833001-8
HARLEY-DAVIDSON - V-ROD 1250cc MUSCLE VRSCF - 2011,HARLEY-DAVIDSON,V-ROD 1250cc MUSCLE VRSCF,2011,R$ 55.860,00, 810050-0
MOTO GUZZI - CALIFORNIA EV 1064cc - 2001,MOTO GUZZI,CALIFORNIA EV 1064cc,2001,R$ 22.088,00, 833002-6
Malaguti - SPIDER MAXGT 500 - 2007,Malaguti,SPIDER MAXGT 500,2007,R$ 12.746,00, 862001-6
MOTO GUZZI - CALIFORNIA Jackal 1064cc - 2000,MOTO GUZZI,CALIFORNIA Jackal 1064cc,2000,R$ 19.314,00, 833003-4
HONDA - CBR 600 RR - 2008,HONDA,CBR 600 RR,2008,R$ 36.129,00, 811069-7
HARLEY-DAVIDSON - V-ROD 1250cc MUSCLE VRSCF - 2013,HARLEY-DAVIDSON,V-ROD 1250cc MUSCLE VRSCF,2013,R$ 63.995,00, 810050-0
HARLEY-DAVIDSON - V-ROD 1250cc MUSCLE VRSCF - 2016,HARLEY-DAVIDSON,V-ROD 1250cc MUSCLE VRSCF,2016,R$ 75.926,00, 810050-0
MOTO GUZZI - V11 SPORT/ LE MANS 1064cc - 2002,MOTO GUZZI,V11 SPORT/ LE MANS 1064cc,2002,R$ 30.440,00, 833001-8
HONDA - CB TWISTER/FLEXONE 250cc - 2021,HONDA,CB TWISTER/FLEXONE 250cc,2021,R$ 20.452,00, 811135-9
HONDA - CBR 600 RR - 2010,HONDA,CBR 600 RR,2010,R$ 42.048,00, 811069-7
BMW - S1000 RR HP4 Competition - 2013,BMW,S1000 RR HP4 Competition,2013,R$ 79.426,00, 803046-4
HONDA - CBR 600 RR - 2012,HONDA,CBR 600 RR,2012,R$ 46.687,00, 811069-7
HONDA - CBX 150 AERO - 1993,HONDA,CBX 150 AERO,1993,R$ 3.322,00, 811015-8
MOTO GUZZI - V11 SPORT/ LE MANS 1064cc - 2001,MOTO GUZZI,V11 SPORT/ LE MANS 1064cc,2001,R$ 28.974,00, 833001-8
HONDA - CB 500X - 2019,HONDA,CB 500X,2019,R$ 37.081,00, 811121-9
HONDA - CB 500X - 2018,HONDA,CB 500X,2018,R$ 35.465,00, 811121-9
HARLEY-DAVIDSON - V-ROD 1250cc MUSCLE VRSCF - 2012,HARLEY-DAVIDSON,V-ROD 1250cc MUSCLE VRSCF,2012,R$ 58.283,00, 810050-0
HONDA - CBR 600 RR - 2013,HONDA,CBR 600 RR,2013,R$ 55.657,00, 811069-7
HARLEY-DAVIDSON - V-ROD 1250cc MUSCLE VRSCF - 2009,HARLEY-DAVIDSON,V-ROD 1250cc MUSCLE VRSCF,2009,R$ 52.650,00, 810050-0
Malaguti - SPIDER MAXGT 500 - 2008,Malaguti,SPIDER MAXGT 500,2008,R$ 13.632,00, 862001-6
MOTO GUZZI - V11 SPORT/ LE MANS 1064cc - 2003,MOTO GUZZI,V11 SPORT/ LE MANS 1064cc,2003,R$ 32.411,00, 833001-8
MOTO GUZZI - CALIFORNIA EV 1064cc - 2002,MOTO GUZZI,CALIFORNIA EV 1064cc,2002,R$ 22.763,00, 833002-6
HONDA - CBR 600 RR - 2006,HONDA,CBR 600 RR,2006,R$ 29.911,00, 811069-7
Malaguti - CIAK MASTER 200 - 2007,Malaguti,CIAK MASTER 200,2007,R$ 4.837,00, 862002-4
HONDA - CBR 600 RR - 2004,HONDA,CBR 600 RR,2004,R$ 26.313,00, 811069-7
HARLEY-DAVIDSON - V-ROD 1250cc MUSCLE VRSCF - 2014,HARLEY-DAVIDSON,V-ROD 1250cc MUSCLE VRSCF,2014,R$ 69.121,00, 810050-0
MOTO GUZZI - CALIFORNIA EV 1064cc - 2000,MOTO GUZZI,CALIFORNIA EV 1064cc,2000,R$ 21.481,00, 833002-6
HONDA - CBR 600 RR - 2011,HONDA,CBR 600 RR,2011,R$ 44.485,00, 811069-7
HONDA - CB 500X - 32000,HONDA,CB 500X,32000,R$ 41.748,00, 811121-9
HARLEY-DAVIDSON - V-ROD 1250cc MUSCLE VRSCF - 2015,HARLEY-DAVIDSON,V-ROD 1250cc MUSCLE VRSCF,2015,R$ 72.193,00, 810050-0
HONDA - CBR 600 RR - 2007,HONDA,CBR 600 RR,2007,R$ 35.144,00, 811069-7
HONDA - CBR 1000 RR Fireblade SP - 32000,HONDA,CBR 1000 RR Fireblade SP,32000,R$ 99.033,00, 811150-2
HONDA - CBR 600 RR - 2003,HONDA,CBR 600 RR,2003,R$ 24.910,00, 811069-7
HONDA - CBR 1000 RR Fireblade SP - 2020,HONDA,CBR 1000 RR Fireblade SP,2020,R$ 95.566,00, 811150-2
HONDA - CB TWISTER/FLEXONE 250cc - 2019,HONDA,CB TWISTER/FLEXONE 250cc,2019,R$ 19.022,00, 811135-9
BMW - S1000 RR HP4 Competition - 2014,BMW,S1000 RR HP4 Competition,2014,R$ 82.928,00, 803046-4
MOTO GUZZI - CALIFORNIA EV 1064cc - 1999,MOTO GUZZI,CALIFORNIA EV 1064cc,1999,R$ 19.156,00, 833002-6
HARLEY-DAVIDSON - V-ROD 1250cc MUSCLE VRSCF - 2010,HARLEY-DAVIDSON,V-ROD 1250cc MUSCLE VRSCF,2010,R$ 54.089,00, 810050-0
HONDA - CBR 600 RR - 2014,HONDA,CBR 600 RR,2014,R$ 63.113,00, 811069-7
HONDA - CBR 1000 RR Fireblade SP - 2019,HONDA,CBR 1000 RR Fireblade SP,2019,R$ 93.178,00, 811150-2
DAFRA - KANSAS 250 - 2009,DAFRA,KANSAS 250,2009,R$ 9.042,00, 861006-1
HONDA - CBR 600 RR - 2005,HONDA,CBR 600 RR,2005,R$ 27.056,00, 811069-7
HONDA - CBR 600 RR - 2009,HONDA,CBR 600 RR,2009,R$ 37.141,00, 811069-7
MOTO GUZZI - QUOTA 1100 ES - 2000,MOTO GUZZI,QUOTA 1100 ES,2000,R$ 22.552,00, 833004-2
MOTORINO - Vitesse 150cc - 2015,MOTORINO,Vitesse 150cc,2015,R$ 6.632,00, 881012-5
YAMAHA - DT 180-Z TRAIL - 1993,YAMAHA,DT 180-Z TRAIL,1993,R$ 2.712,00, 827006-6
SUPER SOCO - Change Urban 950W (ELÉTRICA) - 2021,SUPER SOCO,Change Urban 950W (ELÉTRICA),2021,R$ 18.069,00, 891002-2
LIFAN - CARGO 200 ZH (triciclo carga) - 2009,LIFAN,CARGO 200 ZH (triciclo carga),2009,R$ 6.921,00, 876001-2
HONDA - CG 125 TITAN-ES - 2002,HONDA,CG 125 TITAN-ES,2002,R$ 5.162,00, 811020-4
MOTORINO - Vitesse 150cc - 2013,MOTORINO,Vitesse 150cc,2013,R$ 5.658,00, 881012-5
IROS - WARRIOR 250 QUADRICICLO - 2009,IROS,WARRIOR 250 QUADRICICLO,2009,R$ 7.751,00, 867013-7
LIFAN - CARGO 200 ZH (triciclo carga) - 2010,LIFAN,CARGO 200 ZH (triciclo carga),2010,R$ 7.501,00, 876001-2
MOTOCAR - MTX-150 - 2015,MOTOCAR,MTX-150,2015,R$ 9.331,00, 882001-5
HONDA - CG 125 TITAN-ES - 2000,HONDA,CG 125 TITAN-ES,2000,R$ 3.859,00, 811020-4
SUPER SOCO - Change Urban 950W (ELÉTRICA) - 2020,SUPER SOCO,Change Urban 950W (ELÉTRICA),2020,R$ 14.905,00, 891002-2
HONDA - CG 125 TITAN-ES - 1999,HONDA,CG 125 TITAN-ES,1999,R$ 3.551,00, 811020-4
HONDA - CG 125 TITAN-ES - 2003,HONDA,CG 125 TITAN-ES,2003,R$ 5.814,00, 811020-4
MOTOCAR - MTX-150 - 2013,MOTOCAR,MTX-150,2013,R$ 7.529,00, 882001-5
YAMAHA - YZF R-1M 1000 - 2016,YAMAHA,YZF R-1M 1000,2016,R$ 112.034,00, 827105-4
TIGER - Triciclo TB Cargo Bau - 2010,TIGER,Triciclo TB Cargo Bau,2010,R$ 9.836,00, 878003-0
MOTOCAR - MTX-150 - 2014,MOTOCAR,MTX-150,2014,R$ 8.311,00, 882001-5
LIFAN - CARGO 200 ZH (triciclo carga) - 2008,LIFAN,CARGO 200 ZH (triciclo carga),2008,R$ 6.730,00, 876001-2
PIAGGIO - VESPA ZX PRIME 125 - 2020,PIAGGIO,VESPA ZX PRIME 125,2020,R$ 17.359,00, 822039-5
SUPER SOCO - Change Urban 950W (ELÉTRICA) - 32000,SUPER SOCO,Change Urban 950W (ELÉTRICA),32000,R$ 19.990,00, 891002-2
MOTORINO - Vitesse 150cc - 2014,MOTORINO,Vitesse 150cc,2014,R$ 6.332,00, 881012-5
SHINERAY - XY 200-5 A RACING - 2011,SHINERAY,XY 200-5 A RACING,2011,R$ 5.648,00, 850012-6
YAMAHA - DT 180-Z TRAIL - 1992,YAMAHA,DT 180-Z TRAIL,1992,R$ 2.554,00, 827006-6
TIGER - Triciclo TB Cargo Bau - 2015,TIGER,Triciclo TB Cargo Bau,2015,R$ 13.540,00, 878003-0
TIGER - Triciclo TB Cargo Bau - 2012,TIGER,Triciclo TB Cargo Bau,2012,R$ 10.616,00, 878003-0
YAMAHA - DT 180-Z TRAIL - 1994,YAMAHA,DT 180-Z TRAIL,1994,R$ 3.144,00, 827006-6
YAMAHA - DT 180-Z TRAIL - 1990,YAMAHA,DT 180-Z TRAIL,1990,R$ 2.397,00, 827006-6
SHINERAY - XY 200-5 A RACING - 2012,SHINERAY,XY 200-5 A RACING,2012,R$ 6.381,00, 850012-6
TIGER - Triciclo TB Cargo Bau - 2014,TIGER,Triciclo TB Cargo Bau,2014,R$ 12.212,00, 878003-0
HONDA - CG 125 TITAN-ES - 2004,HONDA,CG 125 TITAN-ES,2004,R$ 6.479,00, 811020-4
YAMAHA - DT 180-Z TRAIL - 1991,YAMAHA,DT 180-Z TRAIL,1991,R$ 2.459,00, 827006-6
MAGRÃO TRICICLOS - MT7 CHOPPER 1.6 Std. - 2019,MAGRÃO TRICICLOS,MT7 CHOPPER 1.6 Std.,2019,R$ 51.570,00, 873001-6
Lon-V - LY 150T-7A RACER LIMITED EDITION - 2009,Lon-V,LY 150T-7A RACER LIMITED EDITION,2009,R$ 2.849,00, 863001-1
IROS - ONE 125 ESD - 2012,IROS,ONE 125 ESD,2012,R$ 3.017,00, 867004-8
MAGRÃO TRICICLOS - MT7 CHOPPER 1.6 Std. - 2010,MAGRÃO TRICICLOS,MT7 CHOPPER 1.6 Std.,2010,R$ 20.350,00, 873001-6
PIAGGIO - VESPA ZX PRIME 125 - 2021,PIAGGIO,VESPA ZX PRIME 125,2021,R$ 18.254,00, 822039-5
MAGRÃO TRICICLOS - MT7 CHOPPER 1.6 Std. - 2009,MAGRÃO TRICICLOS,MT7 CHOPPER 1.6 Std.,2009,R$ 16.650,00, 873001-6
MVK - DUAL 200 - 2008,MVK,DUAL 200,2008,R$ 3.541,00, 845013-7
KAWASAKI - Z 750 - 2012,KAWASAKI,Z 750,2012,R$ 34.874,00, 817041-0
DUCATI - MULTISTRADA 1100 1078cc - 2007,DUCATI,MULTISTRADA 1100 1078cc,2007,R$ 22.735,00, 808025-9
KAWASAKI - Z 750 - 2010,KAWASAKI,Z 750,2010,R$ 30.342,00, 817041-0
DUCATI - MULTISTRADA 1100 1078cc - 2008,DUCATI,MULTISTRADA 1100 1078cc,2008,R$ 25.672,00, 808025-9
KAWASAKI - Z 750 - 2009,KAWASAKI,Z 750,2009,R$ 28.600,00, 817041-0
KAWASAKI - Z 750 - 2011,KAWASAKI,Z 750,2011,R$ 32.391,00, 817041-0
KAWASAKI - Z 750 - 2008,KAWASAKI,Z 750,2008,R$ 25.294,00, 817041-0
KAWASAKI - Versys 650cc - 2019,KAWASAKI,Versys 650cc,2019,R$ 43.591,00, 817052-5
KAWASAKI - Versys 650cc - 2015,KAWASAKI,Versys 650cc,2015,R$ 32.325,00, 817052-5
DUCATI - SCRAMBLER FULL THROTTLER 800cc - 2018,DUCATI,SCRAMBLER FULL THROTTLER 800cc,2018,R$ 45.444,00, 808065-8
KAWASAKI - Versys 650cc - 2011,KAWASAKI,Versys 650cc,2011,R$ 26.630,00, 817052-5
KAWASAKI - Versys 650cc - 2010,KAWASAKI,Versys 650cc,2010,R$ 24.878,00, 817052-5
HONDA - CBR 900 RR FIRE BLADE - 2003,HONDA,CBR 900 RR FIRE BLADE,2003,R$ 30.333,00, 811014-0
HONDA - CBR 900 RR FIRE BLADE - 2004,HONDA,CBR 900 RR FIRE BLADE,2004,R$ 31.189,00, 811014-0
HONDA - CBR 900 RR FIRE BLADE - 1994,HONDA,CBR 900 RR FIRE BLADE,1994,R$ 18.148,00, 811014-0
HONDA - CBR 900 RR FIRE BLADE - 1996,HONDA,CBR 900 RR FIRE BLADE,1996,R$ 20.828,00, 811014-0
DUCATI - SCRAMBLER FULL THROTTLER 800cc - 2017,DUCATI,SCRAMBLER FULL THROTTLER 800cc,2017,R$ 41.228,00, 808065-8
HONDA - CBR 900 RR FIRE BLADE - 2001,HONDA,CBR 900 RR FIRE BLADE,2001,R$ 28.018,00, 811014-0
HONDA - TRX 350 FOURTRAX  TM QUADRICICLO - 2007,HONDA,TRX 350 FOURTRAX  TM QUADRICICLO,2007,R$ 8.093,00, 811074-3
DUCATI - SCRAMBLER FULL THROTTLER 800cc - 2016,DUCATI,SCRAMBLER FULL THROTTLER 800cc,2016,R$ 40.013,00, 808065-8
HONDA - CBR 900 RR FIRE BLADE - 2000,HONDA,CBR 900 RR FIRE BLADE,2000,R$ 25.546,00, 811014-0
HONDA - CBR 900 RR FIRE BLADE - 2002,HONDA,CBR 900 RR FIRE BLADE,2002,R$ 29.151,00, 811014-0
MV AGUSTA - BRUTALE 989R - 2009,MV AGUSTA,BRUTALE 989R,2009,R$ 29.339,00, 839007-0
HONDA - XLR 125 - 2002,HONDA,XLR 125,2002,R$ 3.978,00, 811043-3
HONDA - XLR 125 - 2003,HONDA,XLR 125,2003,R$ 4.091,00, 811043-3
HONDA - CBR 900 RR FIRE BLADE - 1997,HONDA,CBR 900 RR FIRE BLADE,1997,R$ 22.750,00, 811014-0
HONDA - XLR 125 - 1996,HONDA,XLR 125,1996,R$ 2.473,00, 811043-3
HONDA - XLR 125 - 1999,HONDA,XLR 125,1999,R$ 3.344,00, 811043-3
MOTORINO - Velvet 50cc - 2013,MOTORINO,Velvet 50cc,2013,R$ 6.003,00, 881015-0
HARLEY-DAVIDSON - STREET BOB FXBB - 2018,HARLEY-DAVIDSON,STREET BOB FXBB,2018,R$ 67.399,00, 810086-1
MV AGUSTA - BRUTALE 1090R - 2012,MV AGUSTA,BRUTALE 1090R,2012,R$ 30.044,00, 839011-8
MV AGUSTA - BRUTALE 800 - 2014,MV AGUSTA,BRUTALE 800,2014,R$ 35.401,00, 839013-4
KASINSKI - MAGIK 125cc - 2002,KASINSKI,MAGIK 125cc,2002,R$ 1.964,00, 816013-9
HONDA - XLR 125 - 2000,HONDA,XLR 125,2000,R$ 3.438,00, 811043-3
HONDA - XLR 125 - 1997,HONDA,XLR 125,1997,R$ 2.992,00, 811043-3
MV AGUSTA - BRUTALE 1090R - 2013,MV AGUSTA,BRUTALE 1090R,2013,R$ 30.892,00, 839011-8
MV AGUSTA - BRUTALE 1090RR - 2014,MV AGUSTA,BRUTALE 1090RR,2014,R$ 45.498,00, 839012-6
MV AGUSTA - BRUTALE 800 - 2016,MV AGUSTA,BRUTALE 800,2016,R$ 41.329,00, 839013-4
MV AGUSTA - BRUTALE 800 - 2015,MV AGUSTA,BRUTALE 800,2015,R$ 40.194,00, 839013-4
HONDA - CBR 900 RR FIRE BLADE - 1998,HONDA,CBR 900 RR FIRE BLADE,1998,R$ 23.824,00, 811014-0
HONDA - XLR 125 - 1998,HONDA,XLR 125,1998,R$ 3.252,00, 811043-3
HONDA - TRX 350 FOURTRAX  TM QUADRICICLO - 2005,HONDA,TRX 350 FOURTRAX  TM QUADRICICLO,2005,R$ 7.291,00, 811074-3
HONDA - CBR 900 RR FIRE BLADE - 1995,HONDA,CBR 900 RR FIRE BLADE,1995,R$ 20.256,00, 811014-0
HARLEY-DAVIDSON - STREET BOB FXBB - 2019,HARLEY-DAVIDSON,STREET BOB FXBB,2019,R$ 69.787,00, 810086-1
HONDA - XLR 125 - 2001,HONDA,XLR 125,2001,R$ 3.535,00, 811043-3
HONDA - TRX 350 FOURTRAX  TM QUADRICICLO - 2004,HONDA,TRX 350 FOURTRAX  TM QUADRICICLO,2004,R$ 6.609,00, 811074-3
HONDA - CBR 900 RR FIRE BLADE - 1999,HONDA,CBR 900 RR FIRE BLADE,1999,R$ 24.845,00, 811014-0
MV AGUSTA - BRUTALE 910R - 2008,MV AGUSTA,BRUTALE 910R,2008,R$ 27.601,00, 839005-3
MV AGUSTA - BRUTALE 910R - 2007,MV AGUSTA,BRUTALE 910R,2007,R$ 24.957,00, 839005-3
KASINSKI - SUPER CAB 50cc - 1997,KASINSKI,SUPER CAB 50cc,1997,R$ 1.415,00, 816005-8
HONDA - TRX 350 FOURTRAX  TM QUADRICICLO - 2006,HONDA,TRX 350 FOURTRAX  TM QUADRICICLO,2006,R$ 7.605,00, 811074-3
MV AGUSTA - BRUTALE 1090RR - 2013,MV AGUSTA,BRUTALE 1090RR,2013,R$ 37.336,00, 839012-6
MV AGUSTA - BRUTALE 910S - 2008,MV AGUSTA,BRUTALE 910S,2008,R$ 31.900,00, 839003-7
KASINSKI - SETA 150 - 2008,KASINSKI,SETA 150,2008,R$ 2.153,00, 816025-2
KASINSKI - PRIMA 50 - 2003,KASINSKI,PRIMA 50,2003,R$ 1.887,00, 816008-2
HONDA - SHADOW 1100 AC - 1996,HONDA,SHADOW 1100 AC,1996,R$ 24.181,00, 811057-3
HARLEY-DAVIDSON - SPORTSTER 1200 CUSTOM XL1200C - 2018,HARLEY-DAVIDSON,SPORTSTER 1200 CUSTOM XL1200C,2018,R$ 50.897,00, 810091-8
TRAXX - JH 250-8 TSS 250 - 2016,TRAXX,JH 250-8 TSS 250,2016,R$ 7.022,00, 814019-7
BMW - K 1300 R - 2014,BMW,K 1300 R,2014,R$ 56.224,00, 803037-5
BMW - K 1300 R - 2009,BMW,K 1300 R,2009,R$ 35.280,00, 803037-5
BMW - K 1300 R - 2011,BMW,K 1300 R,2011,R$ 39.502,00, 803037-5
DAYANG - DY125-52 - 2014,DAYANG,DY125-52,2014,R$ 3.579,00, 857006-0
BMW - K 1300 R - 2010,BMW,K 1300 R,2010,R$ 38.421,00, 803037-5
DAYANG - DY200 THOR - 2015,DAYANG,DY200 THOR,2015,R$ 6.618,00, 857016-7
DAYANG - DY200 - 2008,DAYANG,DY200,2008,R$ 3.257,00, 857001-9
DAYANG - DY200 - 2010,DAYANG,DY200,2010,R$ 3.459,00, 857001-9
DAYANG - DY200 - 2007,DAYANG,DY200,2007,R$ 3.091,00, 857001-9
DAYANG - DY200 THOR - 2014,DAYANG,DY200 THOR,2014,R$ 5.791,00, 857016-7
DAYANG - DY50 JOB - 2015,DAYANG,DY50 JOB,2015,R$ 2.695,00, 857011-6
DAYANG - DY250 REV - 2015,DAYANG,DY250 REV,2015,R$ 7.977,00, 857013-2
HONDA - CBR 250R - 2012,HONDA,CBR 250R,2012,R$ 14.192,00, 811110-3
DAYANG - DY50 JOB - 2013,DAYANG,DY50 JOB,2013,R$ 2.294,00, 857011-6
DAYANG - DY250 REV - 2014,DAYANG,DY250 REV,2014,R$ 6.979,00, 857013-2
HONDA - CB 500X - 2015,HONDA,CB 500X,2015,R$ 30.585,00, 811121-9
HONDA - CBR 450 SR - 1993,HONDA,CBR 450 SR,1993,R$ 13.599,00, 811048-4
HONDA - CBR 450 SR - 1991,HONDA,CBR 450 SR,1991,R$ 11.770,00, 811048-4
HONDA - CBR 450 SR - 1990,HONDA,CBR 450 SR,1990,R$ 11.328,00, 811048-4
HONDA - CBR 450 SR - 1994,HONDA,CBR 450 SR,1994,R$ 14.080,00, 811048-4
HONDA - CBR 450 SR - 1995,HONDA,CBR 450 SR,1995,R$ 16.064,00, 811048-4
HONDA - CBR 450 SR - 1992,HONDA,CBR 450 SR,1992,R$ 13.225,00, 811048-4
HONDA - CG 125 TITAN - 1997,HONDA,CG 125 TITAN,1997,R$ 3.225,00, 811022-0
HONDA - CG 125 TITAN - 2000,HONDA,CG 125 TITAN,2000,R$ 3.505,00, 811022-0
HONDA - CG 160 CARGO - 2022,HONDA,CG 160 CARGO,2022,R$ 15.796,00, 811142-1
HONDA - CG 160 CARGO - 32000,HONDA,CG 160 CARGO,32000,R$ 16.369,00, 811142-1
HONDA - CG 160 CARGO - 2019,HONDA,CG 160 CARGO,2019,R$ 13.884,00, 811142-1
HONDA - CG 160 CARGO - 2016,HONDA,CG 160 CARGO,2016,R$ 10.856,00, 811142-1
HONDA - CG 160 CARGO - 2021,HONDA,CG 160 CARGO,2021,R$ 15.142,00, 811142-1
HONDA - CG 160 CARGO - 2017,HONDA,CG 160 CARGO,2017,R$ 11.719,00, 811142-1
HUSQVARNA - WRE 125 - 1995,HUSQVARNA,WRE 125,1995,R$ 3.404,00, 812003-0
HUSQVARNA - WRE 125 - 1996,HUSQVARNA,WRE 125,1996,R$ 3.737,00, 812003-0
HONDA - CG 160 CARGO - 2018,HONDA,CG 160 CARGO,2018,R$ 13.000,00, 811142-1
